id	program_id	week_id	week	stp_title	stp_stepno	stp_videoid	stp_video_length	stp_select_activity	status
1108	54	1	1	NEW TOPIC BEGINS	7			0	1
1109	54	1	1	THE INNER DNA (INTRODUCTION TO THE NEW TOPIC)	8	742194592	07:47	0	1
1110	54	1	1	THE SPEECH (ACTIVITY)	9	742194681	02:39	0	1
1066	54	1	1	THE SPEECH (DEBRIEF)	10	742194750	02:59	0	1
1067	54	1	1	DISCOVER YOUR INNER DNA	11			4	1
1069	54	2	2	WELCOME TO WEEK 2!	1	742194799	02:32	0	1
1111	54	2	2	BASELINES EXPRESSION ACTIVITY	2			0	1
1070	54	2	2	BASELINES EXPRESSION ACTIVITY DEBRIEF	3	742194855	01:54	0	1
1112	54	2	2	BASELINES NON EXPRESSION ACTIVITY	4			0	1
1071	54	2	2	BASELINES NON EXPRESSION ACTIVITY DEBRIEF	5	742194906	02:09	0	1
1113	54	2	2	THE CHANGE ACTIVITY	6			0	1
1072	54	2	2	THE CHANGE DEBRIEF	7	742194975	04:49	0	1
1114	54	2	2	JOURNAL EXERCISE AND CONCLUSION	8			0	1
1115	54	3	3	WELCOME TO WEEK 3, THE INTEGRATED POWER CODING!	1	742195045	06:34	0	1
1073	54	3	3	THE DEFINING MOMENTS (ACTIVITY)	2	742195114	06:10	0	1
1074	54	3	3	THE DEFINING MOMENTS (DEBRIEF)	3	742195184	05:18	0	1
1117	54	49	3	THE JOURNAL EXERCISE	4		NULL	0	1
1075	54	4	4	THE CODING	1	742195256	02:56	8	1
1118	54	50	4	THE CODING (DEBRIEF)	2		NULL	0	1
1076	54	4	4	VISION	3	742195328	11:13	0	1
1077	54	4	4	VISION (ACTIVITY)	4		NULL	0	1
1078	54	4	4	VISION (DEBRIEF)	5		NULL	0	1
1079	54	4	4	JOURNAL EXERCISE	6		NULL	0	1
1080	54	5	5	WELCOME TO WEEK 5, THE OUTCOMES PLUS!	1	742207800	04:19	0	1
1081	54	5	5	WHAT DO I NEED TO FOCUS ON? (ACTIVITY)	2		NULL	0	1
1119	54	51	5	WHAT DO I NEED TO FOCUS ON? (DEBRIEF)	3		NULL	0	1
1082	54	5	5	DEFINE THE OUTCOME	4			12	1
1083	54	5	5	DEFINE THE OUTCOME (DEBRIEF)	5	742207748	02:21	0	1
1084	54	5	5	JOURNAL EXERCISE	6		NULL	0	1
1085	54	6	6	WELCOME TO WEEK 6, THE OUTCOMES PLUS LEVEL 2!	1		NULL	0	1
1087	54	6	6	THE INCRED PROCESS	2	742208747	09:44	0	1
1086	54	6	6	CRAFTING INCRED OUTCOME (ACTIVITY)	3		NULL	0	1
1088	54	6	6	CRAFTING INCRED OUTCOME (DEBRIEF)	4		NULL	0	1
1120	54	52	6	CHALLENGES (ACTIVITY)	5		NULL	0	1
1121	54	52	6	CHALLENGES (DEBRIEF)	6	742208861	03:23	0	1
1089	54	6	6	POWER LEAPS	7	742208915	06:33	0	1
1090	54	6	6	POWER LEAPS (ACTIVITY)	8		NULL	0	1
1091	54	6	6	POWER LEAPS (DEBRIEF)	9	742208997	02:48	0	1
1092	54	6	6	JOURNAL EXERCISE	10			0	1
1122	54	53	7	WELCOME TO WEEK 7, UNLEASH YOU!	1		NULL	0	1
1093	54	7	7	MY PAST DECISIONS (ACTIVITY)	2	742600302	05:57	0	1
1123	54	53	7	MY PAST DECISIONS (DEBRIEF)	3		NULL	0	1
1094	54	7	7	THE DECISION-MAKING WHEEL	4			11	1
1124	54	53	7	THE DECISION-MAKING WHEEL (DEBRIEF)	5		NULL	0	1
1095	54	7	7	LET'S MAKE A DECISION	6			11	1
1096	54	7	7	LET'S MAKE A DECISION (DEBRIEF)	7	742600374	02:25	0	1
1097	54	7	7	JOURNAL EXERCISE	8		NULL	0	1
1125	54	54	8	WELCOME TO WEEK 8, UNLEASH YOU CONTINUES!	1		NULL	0	1
1126	54	54	8	BUZZ MOMENTS (ACTIVITY)	2	742600443	05:15	0	1
1127	54	54	8	BUZZ MOMENTS (DEBRIEF)	3	742599970	01:18	0	1
1128	54	54	8	MY MASTERMIND CIRCLE (ACTIVITY)	4	742613615	05:45	0	1
1103	54	8	8	MY MASTERMIND CIRCLE (DEBRIEF)	5	742600026	02:37	0	1
1104	54	8	8	JOURNAL EXERCISE	6		NULL	0	1
1129	54	55	9	WELCOME TO WEEK 9, THE SUCCESS BLUEPRINT!	1		NULL	0	1
1130	54	55	9	CRAZY FEARLESS DREAMS (ACTIVITY)	2	742600078	07:57	0	1
1105	54	9	9	CRAZY FEARLESS DREAMS (DEBRIEF)	3	742600158	03:04	0	1
1131	54	55	9	JOURNAL EXERCISE	4		NULL	0	1
1106	54	10	10	WELCOME TO WEEK 10, THE SUCCESS BLUEPRINT, THE FINAL BLUEPRINT	1	742600212	06:57	0	1
1107	54	10	10	CERTIFICATION	2			18	1
717	380	0	0	ACTIVITY	4			17	1
1116	544	49	3	WELCOME TO WEEK 3, THE INTEGRATED POWER CODING!	1	742195045	06:34	0	1
